FRAME NR,VISION TOTAL,OBJECTS DETECTION,SCAN ARRENGMENT,BOUNDARY DETECTION,LINE DETECTION,CAMERA TRANSFORMATION
50,0.0599789619446,0.0347461700439,5.48362731934e-05,0.00591826438904,0.0186319351196,0.000627756118774
51,0.0568420886993,0.0322542190552,5.34057617188e-05,0.00578546524048,0.0181059837341,0.000643014907837
52,0.0569467544556,0.0327806472778,5.34057617188e-05,0.00566840171814,0.0177836418152,0.00066065788269
53,0.059015750885,0.0327429771423,5.22136688232e-05,0.0063533782959,0.019202709198,0.000664472579956
54,0.0601215362549,0.0327944755554,5.22136688232e-05,0.00638222694397,0.0201659202576,0.000726699829102
55,0.0565521717072,0.0327501296997,5.24520874023e-05,0.00559210777283,0.0175046920776,0.00065279006958
56,0.0576736927032,0.0328798294067,5.34057617188e-05,0.00598859786987,0.0180735588074,0.000678300857544
57,0.0595123767853,0.0330767631531,5.29289245605e-05,0.00641512870789,0.0192773342133,0.000690221786499
58,0.0599691867828,0.0331666469574,5.43594360352e-05,0.00668692588806,0.0194292068481,0.000632047653198
59,0.0612115859985,0.0325646400452,4.95910644531e-05,0.00734066963196,0.0206203460693,0.000636339187622
60,0.0755341053009,0.0304460525513,5.60283660889e-05,0.00940585136414,0.0324130058289,0.00321316719055
61,0.0763747692108,0.0325446128845,5.31673431396e-05,0.0094907283783,0.0318229198456,0.00246334075928
62,0.0806615352631,0.0327017307281,5.26905059814e-05,0.00940561294556,0.0352907180786,0.00321078300476
63,0.0810928344727,0.0333516597748,6.103515625e-05,0.0102751255035,0.0363581180573,0.00104689598083
64,0.0699582099915,0.0330636501312,5.10215759277e-05,0.00858736038208,0.0278260707855,0.000430107116699
65,0.076434135437,0.0329277515411,5.31673431396e-05,0.00940132141113,0.0329141616821,0.00113773345947
66,0.071320772171,0.0325655937195,5.34057617188e-05,0.00852847099304,0.0284335613251,0.0017397403717
67,0.0743751525879,0.0326898097992,5.50746917725e-05,0.00933861732483,0.0309858322144,0.00130581855774
68,0.0741853713989,0.0325317382812,5.19752502441e-05,0.00934934616089,0.0309464931488,0.00130581855774
69,0.0759718418121,0.0325973033905,5.34057617188e-05,0.00951075553894,0.0320572853088,0.00175309181213
70,0.0691425800323,0.0325400829315,5.41210174561e-05,0.00856757164001,0.0273501873016,0.000630617141724
71,0.0702228546143,0.0329639911652,5.3882598877e-05,0.00858974456787,0.0277261734009,0.00088906288147
72,0.0713858604431,0.0329372882843,5.03063201904e-05,0.00874400138855,0.028525352478,0.00112891197205
73,0.0758926868439,0.0330801010132,5.19752502441e-05,0.00960421562195,0.0323002338409,0.000856161117554
74,0.0712418556213,0.0331451892853,5.24520874023e-05,0.00858926773071,0.0285732746124,0.000881671905518
75,0.0701875686646,0.0329585075378,5.19752502441e-05,0.00849747657776,0.0273404121399,0.00133919715881
76,0.0701320171356,0.0326862335205,5.24520874023e-05,0.00849533081055,0.0278112888336,0.00108671188354
77,0.0702826976776,0.0330040454865,5.19752502441e-05,0.00862407684326,0.0272727012634,0.00132989883423
