FRAME NR,SET SIZE,TOTAL,VISION TOTAL,PERSPECTIVE TRANSFORMATION,BOUNDARY DETECTION,OBJECT DETECTION,LOCALIZATION TOTAL,RESAMPLING,AVG PARTICLE,WEIGHT NORMALIZATION,LIKELIHOOD UPDATE,PROPAGATION
50,52,4.094285011291504,3.9909229278564453,0.0005450248718261719,0.006037235260009766,3.9843406677246094,0.08605647087097168,0.00742340087890625,0.0008671283721923828,0.00012063980102539062,0.07695627212524414,0.0006890296936035156
51,52,0.12340164184570312,0.041051626205444336,0.0008101463317871094,0.0071620941162109375,0.03307938575744629,0.03004145622253418,0.0006315708160400391,0.0008976459503173828,0.0001163482666015625,0.027439117431640625,0.0009567737579345703
52,52,0.08812975883483887,0.04370999336242676,0.0005195140838623047,0.0063495635986328125,0.03684091567993164,0.02516484260559082,0.0006053447723388672,0.0009613037109375,0.00012183189392089844,0.0229036808013916,0.0005726814270019531
53,52,0.0841379165649414,0.03912067413330078,0.0004863739013671875,0.006472349166870117,0.03216195106506348,0.023853063583374023,0.0005948543548583984,0.0007507801055908203,0.00010657310485839844,0.022008657455444336,0.0003921985626220703
54,52,0.08824896812438965,0.039658308029174805,0.00045990943908691406,0.0064678192138671875,0.0327305793762207,0.029742717742919922,0.007066011428833008,0.0007331371307373047,0.00010204315185546875,0.021416187286376953,0.0004253387451171875
55,52,0.08261275291442871,0.03885293006896973,0.0004799365997314453,0.00643467903137207,0.03193831443786621,0.02418994903564453,0.0005953311920166016,0.0007452964782714844,0.00010704994201660156,0.022343873977661133,0.00039839744567871094
56,45,0.08676314353942871,0.039853811264038086,0.00046753883361816406,0.006480693817138672,0.03290557861328125,0.028701305389404297,0.006087064743041992,0.0007224082946777344,8.726119995117188e-05,0.021414995193481445,0.0003895759582519531
57,45,0.0793161392211914,0.03905987739562988,0.00045990943908691406,0.006027936935424805,0.032572031021118164,0.020465612411499023,0.0005435943603515625,0.000720977783203125,9.036064147949219e-05,0.018694162368774414,0.0004165172576904297
58,45,0.0782477855682373,0.03892326354980469,0.0004639625549316406,0.005884408950805664,0.03257489204406738,0.020658016204833984,0.0005190372467041016,0.0007343292236328125,9.918212890625e-05,0.01892995834350586,0.00037550926208496094
59,45,0.07912850379943848,0.03858637809753418,0.0004794597625732422,0.0062274932861328125,0.031879425048828125,0.02047252655029297,0.0005173683166503906,0.0007390975952148438,9.059906005859375e-05,0.018745899200439453,0.0003795623779296875
