FRAME NR,SET SIZE,TOTAL,VISION TOTAL,PERSPECTIVE TRANSFORMATION,BOUNDARY DETECTION,OBJECT DETECTION,LOCALIZATION TOTAL,RESAMPLING,AVG PARTICLE,WEIGHT NORMALIZATION,LIKELIHOOD UPDATE,PROPAGATION
82,200,0.14820075035095215,0.043622732162475586,0.0004012584686279297,0.008336544036865234,0.03488492965698242,0.08323216438293457,0.0020294189453125,0.0007958412170410156,0.00010013580322265625,0.07972979545593262,0.0005769729614257812
83,200,0.14935541152954102,0.04266214370727539,0.0004062652587890625,0.008347272872924805,0.03390860557556152,0.0855865478515625,0.002026796340942383,0.0008115768432617188,0.00011706352233886719,0.08204865455627441,0.0005824565887451172
84,200,0.14752936363220215,0.042417287826538086,0.0004436969757080078,0.008519411087036133,0.033454179763793945,0.084014892578125,0.0019767284393310547,0.0007884502410888672,0.0001068115234375,0.08050298690795898,0.0006399154663085938
85,200,0.14576077461242676,0.04229402542114258,0.0004107952117919922,0.008251667022705078,0.03363156318664551,0.08210134506225586,0.0020291805267333984,0.0007798671722412109,0.00010085105895996094,0.0786130428314209,0.0005784034729003906
86,200,0.13794159889221191,0.04255175590515137,0.00040435791015625,0.008806943893432617,0.0333404541015625,0.07286524772644043,0.002035379409790039,0.0007264614105224609,0.00010037422180175781,0.06943511962890625,0.0005679130554199219
87,200,0.13649559020996094,0.04255986213684082,0.00039768218994140625,0.008882999420166016,0.0332791805267334,0.07414126396179199,0.002097606658935547,0.0007672309875488281,0.00011897087097167969,0.0705866813659668,0.0005707740783691406
88,200,0.1435375213623047,0.041877031326293945,0.00041866302490234375,0.008262872695922852,0.03319549560546875,0.0817422866821289,0.0020172595977783203,0.0007874965667724609,0.00010561943054199219,0.07825946807861328,0.0005724430084228516
89,200,0.1439371109008789,0.04190373420715332,0.00040078163146972656,0.00827932357788086,0.033223628997802734,0.08221721649169922,0.0020580291748046875,0.0007891654968261719,0.00010800361633300781,0.0786895751953125,0.0005724430084228516
90,200,0.14421343803405762,0.04232978820800781,0.0006425380706787109,0.008275985717773438,0.033411264419555664,0.08171248435974121,0.0020537376403808594,0.0007894039154052734,0.00010800361633300781,0.07818841934204102,0.0005729198455810547
91,200,0.14460372924804688,0.04245328903198242,0.0006566047668457031,0.008517026901245117,0.0332796573638916,0.08220314979553223,0.002145051956176758,0.0008044242858886719,0.0001270771026611328,0.07854962348937988,0.0005769729614257812
92,200,0.14325451850891113,0.0421452522277832,0.0006649494171142578,0.008156061172485352,0.033324241638183594,0.08113622665405273,0.0020236968994140625,0.0008020401000976562,0.00011467933654785156,0.07762575149536133,0.0005700588226318359
93,191,0.16624212265014648,0.042233943939208984,0.0006487369537353516,0.00829005241394043,0.0332951545715332,0.10292673110961914,0.02472662925720215,0.0007951259613037109,0.00010967254638671875,0.07669425010681152,0.0006010532379150391
94,184,0.14236736297607422,0.04214167594909668,0.0006473064422607422,0.008149862289428711,0.03334450721740723,0.08002018928527832,0.023440837860107422,0.0007710456848144531,0.00010085105895996094,0.05514264106750488,0.0005648136138916016
95,176,0.1352076530456543,0.042841196060180664,0.0006780624389648438,0.008897781372070312,0.03326535224914551,0.07206487655639648,0.02362513542175293,0.0007431507110595703,0.00013113021850585938,0.047014474868774414,0.0005509853363037109
96,170,0.13508844375610352,0.042173147201538086,0.0006444454193115234,0.008534908294677734,0.03299379348754883,0.07241320610046387,0.022014856338500977,0.0007734298706054688,0.00010132789611816406,0.04897451400756836,0.0005490779876708984
97,163,0.13540410995483398,0.043178558349609375,0.0006718635559082031,0.0090179443359375,0.03348875045776367,0.0718984603881836,0.0212252140045166,0.0007619857788085938,9.703636169433594e-05,0.049231529235839844,0.0005826950073242188
98,157,0.13751626014709473,0.042511940002441406,0.0006482601165771484,0.008465051651000977,0.03339862823486328,0.07466459274291992,0.02036452293395996,0.0008225440979003906,0.00010275840759277344,0.05279278755187988,0.0005819797515869141
99,150,0.131486177444458,0.04194021224975586,0.0006549358367919922,0.008100271224975586,0.03318500518798828,0.06911087036132812,0.01929926872253418,0.0007731914520263672,9.894371032714844e-05,0.04841470718383789,0.0005247592926025391
100,150,0.11415791511535645,0.042903900146484375,0.0006799697875976562,0.008838891983032227,0.03338503837585449,0.050870418548583984,0.0015497207641601562,0.0007624626159667969,0.00010180473327636719,0.047895193099975586,0.0005612373352050781
101,142,0.13068127632141113,0.04264020919799805,0.0006470680236816406,0.008532047271728516,0.03346109390258789,0.06778883934020996,0.018543720245361328,0.0007500648498535156,9.942054748535156e-05,0.047837018966674805,0.0005586147308349609
102,142,0.11424446105957031,0.042374372482299805,0.0006797313690185547,0.008184671401977539,0.03350996971130371,0.05137205123901367,0.0014812946319580078,0.0007529258728027344,9.799003601074219e-05,0.04853343963623047,0.0005064010620117188
103,132,0.1283726692199707,0.04193520545959473,0.0006449222564697266,0.00812077522277832,0.03316950798034668,0.0665435791015625,0.016890525817871094,0.0007522106170654297,9.989738464355469e-05,0.048296451568603516,0.0005044937133789062
104,126,0.12437033653259277,0.04240274429321289,0.0004112720489501953,0.008951902389526367,0.03303956985473633,0.062117576599121094,0.016529321670532227,0.0007326602935791016,0.00010418891906738281,0.04426002502441406,0.0004913806915283203
105,126,0.10702013969421387,0.04221677780151367,0.00043702125549316406,0.00885152816772461,0.0329282283782959,0.04493832588195801,0.0013949871063232422,0.0007834434509277344,0.00010204315185546875,0.04216504096984863,0.0004928112030029297
106,116,0.1201164722442627,0.04199957847595215,0.000640869140625,0.008146524429321289,0.03321218490600586,0.05776572227478027,0.015058040618896484,0.0007572174072265625,9.632110595703125e-05,0.041372060775756836,0.0004820823669433594
107,116,0.10757613182067871,0.04149508476257324,0.0004100799560546875,0.008171796798706055,0.0329132080078125,0.04607963562011719,0.0012178421020507812,0.0007662773132324219,0.00010848045349121094,0.04352307319641113,0.0004639625549316406
108,106,0.11967062950134277,0.041533470153808594,0.0004208087921142578,0.008130073547363281,0.032982587814331055,0.05837535858154297,0.013582944869995117,0.0007488727569580078,0.00010132789611816406,0.04346108436584473,0.0004811286926269531
109,106,0.10400533676147461,0.0414881706237793,0.00041604042053222656,0.008092641830444336,0.032979488372802734,0.042557716369628906,0.0011060237884521484,0.0007297992706298828,9.417533874511719e-05,0.04017281532287598,0.00045490264892578125
110,97,0.11746072769165039,0.041666507720947266,0.0004227161407470703,0.008139848709106445,0.03310394287109375,0.05577683448791504,0.012575149536132812,0.0007805824279785156,0.00014638900756835938,0.04181218147277832,0.00046253204345703125
111,97,0.10257720947265625,0.04160499572753906,0.00041031837463378906,0.008119344711303711,0.03307533264160156,0.040970802307128906,0.0010657310485839844,0.0007348060607910156,9.250640869140625e-05,0.03862738609313965,0.00045037269592285156
112,90,0.11368060111999512,0.04167485237121582,0.000415802001953125,0.008269071578979492,0.0329899787902832,0.05200767517089844,0.011708736419677734,0.0007355213165283203,9.036064147949219e-05,0.039023399353027344,0.0004496574401855469
113,90,0.09919333457946777,0.04149055480957031,0.00041675567626953125,0.00806736946105957,0.03300642967224121,0.03781414031982422,0.0009741783142089844,0.0007727146148681641,0.00010037422180175781,0.035524845123291016,0.0004420280456542969
114,83,0.10813474655151367,0.04152822494506836,0.0004119873046875,0.00817251205444336,0.0329437255859375,0.04764747619628906,0.010770320892333984,0.000728607177734375,9.059906005859375e-05,0.0356142520904541,0.0004436969757080078
115,83,0.09197258949279785,0.04185986518859863,0.0004088878631591797,0.008847236633300781,0.03260374069213867,0.030211925506591797,0.0008788108825683594,0.0006778240203857422,0.00011897087097167969,0.028096914291381836,0.0004394054412841797
116,76,0.10480380058288574,0.04200410842895508,0.0004413127899169922,0.008638143539428711,0.032924652099609375,0.043847084045410156,0.00998234748840332,0.0007646083831787109,0.00010204315185546875,0.03255462646484375,0.00044345855712890625
117,76,0.09415984153747559,0.04150104522705078,0.0004181861877441406,0.008169412612915039,0.0329134464263916,0.03233695030212402,0.0008432865142822266,0.0007138252258300781,8.749961853027344e-05,0.03026270866394043,0.0004296302795410156
118,76,0.09308934211730957,0.041600704193115234,0.0004239082336425781,0.008125066757202148,0.03305172920227051,0.032605886459350586,0.0008428096771240234,0.0007145404815673828,9.107589721679688e-05,0.030527353286743164,0.00043010711669921875
119,68,0.10180211067199707,0.04153919219970703,0.0004208087921142578,0.008219480514526367,0.032898902893066406,0.04017233848571777,0.00878286361694336,0.0007123947143554688,8.678436279296875e-05,0.030091285705566406,0.0004990100860595703
120,68,0.09016656875610352,0.04161787033081055,0.00041985511779785156,0.008194208145141602,0.033003807067871094,0.02858138084411621,0.0007617473602294922,0.0007238388061523438,8.702278137207031e-05,0.026584625244140625,0.0004241466522216797
121,68,0.08871150016784668,0.041460275650024414,0.0004150867462158203,0.00809335708618164,0.03295183181762695,0.028293609619140625,0.0007455348968505859,0.0007216930389404297,9.274482727050781e-05,0.026315927505493164,0.0004177093505859375
122,62,0.09814763069152832,0.04149818420410156,0.0004296302795410156,0.008120059967041016,0.03294849395751953,0.036742448806762695,0.008205652236938477,0.0007441043853759766,0.00010800361633300781,0.027266740798950195,0.00041794776916503906
123,62,0.08731555938720703,0.0416407585144043,0.0004215240478515625,0.008159160614013672,0.03306007385253906,0.026952266693115234,0.0006926059722900391,0.0007393360137939453,8.821487426757812e-05,0.025002717971801758,0.00042939186096191406
124,62,0.08835172653198242,0.04140472412109375,0.00041961669921875,0.008090019226074219,0.03289508819580078,0.026796817779541016,0.0006811618804931641,0.0007548332214355469,9.274482727050781e-05,0.024857521057128906,0.0004105567932128906
125,62,0.08751797676086426,0.041547298431396484,0.0004112720489501953,0.008144140243530273,0.032991886138916016,0.026967287063598633,0.0006885528564453125,0.0007414817810058594,8.749961853027344e-05,0.025040864944458008,0.0004088878631591797
126,56,0.0927879810333252,0.042401790618896484,0.00039839744567871094,0.008811712265014648,0.033191680908203125,0.030605077743530273,0.007452249526977539,0.0006701946258544922,8.630752563476562e-05,0.02199530601501465,0.0004010200500488281
127,56,0.08481359481811523,0.04152417182922363,0.0004100799560546875,0.008143901824951172,0.03297019004821777,0.024331092834472656,0.0006184577941894531,0.0007407665252685547,0.00010609626770019531,0.022461414337158203,0.00040435791015625
128,56,0.08574938774108887,0.04158163070678711,0.00043773651123046875,0.008127212524414062,0.03301668167114258,0.024172306060791016,0.0006699562072753906,0.0007200241088867188,8.845329284667969e-05,0.0222933292388916,0.000400543212890625
129,56,0.0853734016418457,0.04224133491516113,0.0004360675811767578,0.008694887161254883,0.03311038017272949,0.024230480194091797,0.0006301403045654297,0.0007183551788330078,9.441375732421875e-05,0.022377490997314453,0.0004100799560546875
130,56,0.08304691314697266,0.03898906707763672,0.00040721893310546875,0.008002281188964844,0.030579566955566406,0.0240633487701416,0.0006246566772460938,0.0007433891296386719,8.654594421386719e-05,0.0222170352935791,0.0003917217254638672
131,56,0.0826728343963623,0.042443037033081055,0.0004119873046875,0.008873701095581055,0.0331573486328125,0.021389484405517578,0.0006310939788818359,0.0006613731384277344,8.869171142578125e-05,0.01961493492126465,0.0003933906555175781
132,50,0.09183931350708008,0.04183602333068848,0.0006358623504638672,0.00802922248840332,0.03317093849182129,0.030294179916381836,0.006604194641113281,0.0007233619689941406,9.107589721679688e-05,0.022478342056274414,0.0003972053527832031
133,50,0.08254742622375488,0.041962385177612305,0.0006816387176513672,0.008174419403076172,0.033106327056884766,0.021912097930908203,0.0005676746368408203,0.0007116794586181641,8.654594421386719e-05,0.02015066146850586,0.0003955364227294922
134,50,0.0820317268371582,0.04276299476623535,0.0006339550018310547,0.008913040161132812,0.033215999603271484,0.019503116607666016,0.0005803108215332031,0.0006928443908691406,8.726119995117188e-05,0.017755746841430664,0.00038695335388183594
135,50,0.08099603652954102,0.04272770881652832,0.000637054443359375,0.0088043212890625,0.033286333084106445,0.019408702850341797,0.0005719661712646484,0.0006568431854248047,8.702278137207031e-05,0.017710208892822266,0.0003826618194580078
136,50,0.08389925956726074,0.042064666748046875,0.0004379749298095703,0.00853109359741211,0.033095598220825195,0.021973848342895508,0.0005640983581542969,0.0007174015045166016,9.369850158691406e-05,0.020167112350463867,0.0004315376281738281
137,50,0.08128547668457031,0.039420366287231445,0.00040411949157714844,0.008170843124389648,0.03084540367126465,0.022288799285888672,0.0005917549133300781,0.0007135868072509766,9.107589721679688e-05,0.020503759384155273,0.0003886222839355469
138,44,0.08807897567749023,0.04302787780761719,0.0006287097930908203,0.00910806655883789,0.03329110145568848,0.025295495986938477,0.005856037139892578,0.0007314682006835938,9.5367431640625e-05,0.018231630325317383,0.0003809928894042969
139,44,0.08001184463500977,0.042201995849609375,0.00040984153747558594,0.008880376815795898,0.03291177749633789,0.018815040588378906,0.000514984130859375,0.0006771087646484375,0.00010585784912109375,0.017138957977294922,0.0003781318664550781
140,44,0.0784146785736084,0.04191446304321289,0.0006532669067382812,0.008029699325561523,0.033231496810913086,0.01967644691467285,0.0005257129669189453,0.0007083415985107422,8.58306884765625e-05,0.017971038818359375,0.00038552284240722656
