FRAME NR,SET SIZE,GROUND TRUTH X,GROUND TRUTH Y,GROUND TRUTH THETA,MCL X,MCL Y,MCL THETA,ODOMETRY X,ODOMETRY Y,ODOMETRY THETA,TIMESTAMP
95,200,0.50506547953,-2.49273312024,5517.41263246,1.8623,0.0026207,13.648,0.50506547953,-2.49273312024,96.2970166276,1688237812.618026
96,200,0.504276133972,-2.49208525914,96.1827243162,1.8789,-0.026794,13.961,0.505147957929,-2.48944774609,96.033616443,1688237812.7688487
97,200,0.506070885107,-2.49208324507,96.6460009725,1.8477,-0.040344,15.109,0.505643870818,-2.48227154016,95.5382491867,1688237812.9212704
98,200,0.503192653172,-2.48488359902,95.5213683514,1.8799,-0.093994,18.359,0.504418539769,-2.46926080777,94.5052598643,1688237813.070897
99,200,0.503724968143,-2.47415444496,94.9670148562,1.8564,-0.072693,15.445,0.504132023127,-2.44936313313,93.4176456129,1688237813.2206182
100,200,0.506,-2.471,93.7072473936,1.8262,-0.085815,17.516,0.505122673646,-2.4277971144,92.2387340341,1688237813.369183
101,200,0.508353562293,-2.44626330587,92.5393403526,1.7852,-0.075134,17.531,0.50686603945,-2.39479816784,91.2439171515,1688237813.5172367
102,200,0.512569121254,-2.42556569531,91.6279081084,1.7471,-0.096313,19.453,0.508826532027,-2.35821721582,89.4664681684,1688237813.6653583
103,200,0.517631830723,-2.39879364526,90.2897781056,1.7178,-0.060242,19.906,0.511757223862,-2.31548943083,87.7043605297,1688237813.8142538
104,200,0.526068439343,-2.37246049369,89.2980631673,1.6924,-0.079407,21.438,0.515274185919,-2.2671228062,86.0155342271,1688237813.9601727
105,200,0.533572073774,-2.33575655351,87.6469821464,1.6777,-0.095154,23.297,0.520927913502,-2.2136413749,84.5764011951,1688237814.1081736
106,200,0.541435162841,-2.28774131765,85.7646536319,1.6484,-0.064575,23.25,0.526782204221,-2.1537602858,82.7294977605,1688237814.255407
107,200,0.552159737497,-2.2469049931,84.2503566637,1.6211,-0.037292,23.969,0.532402936931,-2.08948564704,81.5019978656,1688237814.3987274
108,200,0.567211648486,-2.18571948703,81.9066883044,1.6172,-0.0016184,23.734,0.537378622315,-2.0317969618,80.5210402807,1688237814.5429049
109,188,0.588186976275,-2.14067545509,80.9577587746,1.6152,0.033203,24.391,0.540780756029,-1.9660581917,80.7953534356,1688237814.708316
