QUADRADO NR,FRAME NR,EXPECTED DIST,MEASURED DIST,ANGLE
1,231,2.920080821547257,3.081775658968358,3.081775658968358
1,232,3.0717983148335253,3.378312572090468,3.378312572090468
1,233,2.204338050036402,2.183933665661949,2.183933665661949
1,234,2.9098756814832676,2.984424385865224,2.984424385865224
1,235,2.38620149684222,2.3191253177436746,2.3191253177436746
1,236,2.826464656785571,3.13460696624783,3.13460696624783
1,237,2.8140560295542563,2.769951117574873,2.769951117574873
1,238,2.771428587770037,2.8979345798558036,2.8979345798558036
1,239,2.3057279596770552,2.08602687542285,2.08602687542285
1,240,2.6607698997341362,2.738465703438917,2.738465703438917
1,241,2.6334147393527276,2.696366273483926,2.696366273483926
1,242,2.5323397085182995,2.5245022153031282,2.5245022153031282
1,243,2.5107367271951815,2.773891330655261,2.773891330655261
1,244,2.486135034295648,2.7201561167256725,2.7201561167256725
1,245,2.260953767039782,2.175841108811272,2.175841108811272
1,246,2.4021346798579826,2.765382178712923,2.765382178712923
1,247,2.3382312793079016,2.2385749845948433,2.2385749845948433
1,248,2.3890645271488764,2.906472252456628,2.906472252456628
1,249,2.2634700037824063,2.476401425579658,2.476401425579658
1,250,2.2934292166901424,2.7714631491951667,2.7714631491951667
1,251,2.2825801692752403,2.495428767994204,2.495428767994204
1,252,2.1347500178789853,2.158499911550638,2.158499911550638
1,253,2.1493141330596988,2.2124520013783897,2.2124520013783897
1,254,2.0554017165982166,2.2470157384368634,2.2470157384368634
1,255,2.1418927915478303,2.2673415449528247,2.2673415449528247
1,256,2.0034272598063563,2.261872626281317,2.261872626281317
1,257,1.9409918492506615,1.804441527327065,1.804441527327065
1,258,1.9143780779200243,1.9193977549563481,1.9193977549563481
1,259,2.056897898476563,1.9274429848080263,1.9274429848080263
1,260,1.8277207614339543,1.9750945116182128,1.9750945116182128
1,261,1.9059373999639313,2.222900093939327,2.222900093939327
1,262,1.7555690271716993,2.04481480114665,2.04481480114665
1,263,1.771479395955521,1.8770157439663524,1.8770157439663524
1,264,1.6910788309294296,1.9437604531925863,1.9437604531925863
1,265,1.6772946579969836,1.83963975303162,1.83963975303162
1,266,1.6533247894940295,1.9090215607933092,1.9090215607933092
1,267,1.6904603432253427,2.016156815956043,2.016156815956043
1,268,1.6800111114527374,1.9617996352944287,1.9617996352944287
1,269,1.6029518460668808,1.825449524938803,1.825449524938803
1,270,1.5323713349985646,1.6842168691397956,1.6842168691397956
1,271,1.515399591676396,1.7169039693973938,1.7169039693973938
1,272,1.4781388044064747,1.571951617331852,1.571951617331852
1,273,1.5168032574001458,1.621798207523001,1.621798207523001
1,274,1.556388401783333,1.74681003174301,1.74681003174301
1,275,1.4146816694345274,1.681383686012709,1.681383686012709
1,276,1.5241615235656791,1.7693444495158022,1.7693444495158022
1,277,1.4564752740426106,1.5697097538454476,1.5697097538454476
1,278,1.3462776396301526,1.517503712449309,1.517503712449309
1,279,1.350235803732118,1.557379192346502,1.557379192346502
1,280,1.3147210857796048,1.4939357625219392,1.4939357625219392
1,281,1.282431461647339,1.444944235892614,1.444944235892614
1,282,1.3759638985926743,1.5634963031553142,1.5634963031553142
1,283,1.243960196557866,1.3996052426407288,1.3996052426407288
1,284,1.3318111991690182,1.550308077557034,1.550308077557034
1,285,1.2344950545728008,1.3515811156302606,1.3515811156302606
1,286,1.1913649276529859,1.344577856328134,1.344577856328134
1,287,1.2294680203131867,1.4438179930733388,1.4438179930733388
1,288,1.1578037474957374,1.3317332878816233,1.3317332878816233
1,289,1.221699751092535,1.4438356248324573,1.4438356248324573
1,290,1.118441323766592,1.3074906837080764,1.3074906837080764
1,291,1.1005872108535395,1.315898802937231,1.315898802937231
1,292,1.0993210112845866,1.2410702901008226,1.2410702901008226
1,293,1.0795267254396816,1.264387500222885,1.264387500222885
1,294,1.0444522945450543,1.23033009852713,1.23033009852713
1,295,1.05134765032549,1.227296963787585,1.227296963787585
1,296,1.0688397197856603,1.2083436176819113,1.2083436176819113
1,297,1.007686670935871,1.1476342176156313,1.1476342176156313
1,298,1.0320341519534526,1.1495547183703376,1.1495547183703376
1,299,0.9756575942443498,1.1013925864282688,1.1013925864282688
1,300,0.9760262864837098,1.12877304350356,1.12877304350356
1,301,1.0262514369207094,1.198538316670505,1.198538316670505
1,302,0.9370918699611377,1.0664750358684543,1.0664750358684543
1,303,0.9570083208242268,1.113149644608047,1.113149644608047
1,304,0.9390713164548062,1.0925669149757884,1.0925669149757884
1,305,0.8851525100261141,1.01568211018497,1.01568211018497
1,306,0.8677570951376021,1.0088956086984648,1.0088956086984648
1,307,0.8981615817475765,1.0326755850359974,1.0326755850359974
1,308,0.8368768610129315,0.9805939968009386,0.9805939968009386
1,309,0.8275830353955067,0.95877146939882,0.95877146939882
1,310,0.8341760911561887,0.9935514664230406,0.9935514664230406
1,311,0.8122182141575303,0.9611542371201971,0.9611542371201971
1,312,0.8372265899143888,0.9781805916796994,0.9781805916796994
1,313,0.8274036845842304,0.9357474174844028,0.9357474174844028
1,314,0.8031394563163938,0.9329490044788212,0.9329490044788212
1,315,0.7431999027482316,0.8683485150523004,0.8683485150523004
1,316,0.7643722542278164,0.888650839781497,0.888650839781497
1,317,0.7176320396973221,0.8316482913545225,0.8316482913545225
1,318,0.7179143963993554,0.8347262404150041,0.8347262404150041
1,319,0.7056725208005533,0.8155466723723435,0.8155466723723435
1,320,0.7516787196397263,0.8589585844153348,0.8589585844153348
1,321,0.6709734026413514,0.7882801013532968,0.7882801013532968
1,322,0.6934191331704918,0.8321621518646637,0.8321621518646637
1,323,0.6457433889353755,0.7516722879478269,0.7516722879478269
1,324,0.6392384824240123,0.7519327590217926,0.7519327590217926
1,325,0.6199643953163695,0.7335189501716348,0.7335189501716348
1,326,0.6650438653573847,0.777918357212942,0.777918357212942
1,327,0.6091504417992843,0.7267346691327948,0.7267346691327948
1,328,0.5930999257746026,0.6977014853060131,0.6977014853060131
1,329,0.6039150652353451,0.7156376604284803,0.7156376604284803
1,330,0.6155410788732467,0.7182969921985354,0.7182969921985354
1,331,0.5648859886294791,0.6675696298859262,0.6675696298859262
1,332,0.5914681240607074,0.7093650669499444,0.7093650669499444
1,333,0.5494792076719783,0.7137631795871564,0.7137631795871564
1,334,0.5215311179242668,0.627384209376433,0.627384209376433
1,335,0.5565019850427033,0.6585748294346018,0.6585748294346018
1,336,0.5138279104714252,0.6205078494052064,0.6205078494052064
1,337,0.49979813433744097,0.604416296897299,0.604416296897299
1,338,0.5003483134774533,0.6635680897153038,0.6635680897153038
1,339,0.6805231669718682,0.6834037115842937,0.6834037115842937
1,343,1.0535049130084329,6.981540189529095,6.981540189529095
1,345,0.9505122083332308,6.643456443815158,6.643456443815158
1,350,3.703022584996019,3.8049553873760953,3.8049553873760953
1,352,3.706557411844156,3.777283070599753,3.777283070599753
1,357,0.9511280334479345,6.0358365702320596,6.0358365702320596
1,359,0.9040280789628468,0.9586845253523822,0.9586845253523822
1,361,3.7609433378587998,3.8079975066482348,3.8079975066482348
1,362,3.532690051055593,2.9908922587956277,2.9908922587956277
1,363,3.723751990701076,3.6129934627012816,3.6129934627012816
1,364,1.2993253846899895,1.4447733937099905,1.4447733937099905
1,365,3.713422036502751,3.5114447000253617,3.5114447000253617
1,366,3.688354791615845,3.5108380220098856,3.5108380220098856
1,367,3.71884150136149,3.5099363107986847,3.5099363107986847
1,368,1.1808288184465408,1.1505941301858424,1.1505941301858424
1,369,3.91645660669487,3.6957829831694378,3.6957829831694378
1,370,3.8627887388192708,3.4665821010238056,3.4665821010238056
1,371,1.641745991908941,1.5227299971574293,1.5227299971574293
1,372,1.7142867405342554,1.5639399492306452,1.5639399492306452
1,373,3.8078321322651036,3.5171764557379657,3.5171764557379657
1,374,1.4318529444685772,1.3395439265713986,1.3395439265713986
1,375,3.5733004234935124,3.1824518962267896,3.1824518962267896
1,376,3.8234739405597677,3.5354392498277902,3.5354392498277902
1,377,3.593393493980396,3.6840338594380206,3.6840338594380206
1,378,3.859688113416655,4.346750468522849,4.346750468522849
1,379,3.3782761507099934,3.618363715607777,3.618363715607777
1,380,3.4112107166135868,2.950683408531114,2.950683408531114
1,381,3.327915060963255,2.7931886664489807,2.7931886664489807
1,382,3.5660814110872785,3.5723054860649675,3.5723054860649675
1,383,3.2262715413452763,2.86876033252995,2.86876033252995
1,384,3.1864297232260186,3.1468501739333234,3.1468501739333234
1,385,3.375604843516196,3.3800090947456396,3.3800090947456396
1,386,3.1225405146193936,2.7477791060208943,2.7477791060208943
1,387,1.8764368955948936,1.63669551176275,1.63669551176275
1,388,3.043311761080723,2.6934445349041503,2.6934445349041503
1,389,3.168086096188427,3.108550756246297,3.108550756246297
1,390,2.9546966695040644,3.0177540645673404,3.0177540645673404
1,391,2.8983784877306977,2.5548147699689108,2.5548147699689108
1,392,2.856273099188584,2.563584465592573,2.563584465592573
1,393,1.446685954095154,1.4255691646399036,1.4255691646399036
1,394,2.9054840207957384,2.8531229913421305,2.8531229913421305
1,395,2.7906390661268627,2.8330933439046824,2.8330933439046824
1,396,1.817383101453253,1.8012889523940188,1.8012889523940188
1,397,2.6759458767825426,2.677450761356202,2.677450761356202
1,398,2.6387951154574174,2.667830702899781,2.667830702899781
1,399,2.6125033526919705,2.8779145602678895,2.8779145602678895
1,400,2.710209413235543,3.4495292164583504,3.4495292164583504
1,401,2.6503029853232274,3.0940030611909624,3.0940030611909624
1,402,2.517139345183235,2.9756305267013454,2.9756305267013454
1,403,2.4476472534399827,2.7264058059010865,2.7264058059010865
1,404,1.5385147060626496,1.6119805858840301,1.6119805858840301
1,405,2.407358727766614,2.515891757104438,2.515891757104438
1,406,1.666031145446544,1.81562344361784,1.81562344361784
1,407,2.447367171900339,3.0718397894863982,3.0718397894863982
1,408,2.4452288149836963,2.9818418267188807,2.9818418267188807
1,409,2.2764255239305293,2.4025150027252264,2.4025150027252264
1,410,2.2536893294575724,2.4599334596126314,2.4599334596126314
1,411,2.2314194357693857,2.4631543889124243,2.4631543889124243
1,412,2.2078665663614356,2.3633674805012936,2.3633674805012936
1,413,2.121856532485431,2.1145962323980343,2.1145962323980343
1,414,2.205381710822202,2.518261627365259,2.518261627365259
1,415,1.4589956951905902,1.5024564439513346,1.5024564439513346
1,416,1.3874194878411055,1.3939962970477107,1.3939962970477107
1,417,2.1247049472444792,2.2235137543618397,2.2235137543618397
1,418,1.9113390670610646,1.9964231647243735,1.9964231647243735
1,419,2.047797892631087,1.9756258567229363,1.9756258567229363
1,420,2.0227001860602005,2.0077811613184586,2.0077811613184586
1,421,2.02687278702849,2.0970195525377093,2.0970195525377093
1,422,1.4559920346833162,1.4040352117815373,1.4040352117815373
1,423,2.044569577027803,2.035027505643682,2.035027505643682
1,424,1.945744057195574,1.9836464224443358,1.9836464224443358
1,425,2.0597385226682947,2.192336872471251,2.192336872471251
1,426,1.917543500523548,2.126741875207863,2.126741875207863
1,427,1.941977524025228,1.995623620545221,1.995623620545221
1,428,1.427348212763832,1.4361644735469605,1.4361644735469605
1,429,1.9029505612855362,2.1348236369347124,2.1348236369347124
1,430,1.8794238696186738,2.086382176211453,2.086382176211453
1,431,1.8514743440380792,2.017600841426585,2.017600841426585
1,432,1.8789149254077733,1.9106422473626417,1.9106422473626417
1,433,1.8470739067799884,1.928026953883181,1.928026953883181
1,434,1.576458408707491,1.6563739241452236,1.6563739241452236
1,435,1.7616540901598379,1.9212973350490892,1.9212973350490892
1,436,1.835119865941469,1.994985447074011,1.994985447074011
1,437,1.7255599511624404,1.856095970571928,1.856095970571928
1,438,1.7740703576464167,1.8172664973674257,1.8172664973674257
1,439,1.8074857321922357,2.140621727323623,2.140621727323623
1,440,1.3244654062515877,1.3955387516141158,1.3955387516141158
1,441,1.7410721569598784,1.85514635151354,1.85514635151354
1,442,1.7377019568411243,1.9054524300275038,1.9054524300275038
1,443,1.703795312276371,1.8449025414631135,1.8449025414631135
1,444,1.6933100830059293,1.795931659740226,1.795931659740226
1,445,1.6076222346201285,1.7571370598148253,1.7571370598148253
1,446,1.6245391977996066,1.770796635712312,1.770796635712312
1,447,1.612862912098097,1.9043742619625594,1.9043742619625594
1,448,1.563496282439524,1.8018224572103019,1.8018224572103019
1,449,1.564056602774025,1.6941880685624957,1.6941880685624957
1,450,1.5548902898433015,1.7175714910472775,1.7175714910472775
1,451,1.6532312442219717,1.8182550132316944,1.8182550132316944
1,452,1.562745797687319,1.6480293743223589,1.6480293743223589
1,453,1.575697385478919,1.723417404597116,1.723417404597116
1,454,1.538773565100492,1.6807063374290419,1.6807063374290419
1,455,1.4690519432446782,1.5920504999209601,1.5920504999209601
1,456,1.5145425738512845,1.675870297313989,1.675870297313989
1,457,1.5277940434165243,1.6447912358698074,1.6447912358698074
1,458,1.4412730892736845,1.530272528328495,1.530272528328495
1,459,1.4273684939923208,1.5642606446956797,1.5642606446956797
1,460,1.4776918850756715,1.6080506738836353,1.6080506738836353
1,461,1.397036968030966,1.6241808755688631,1.6241808755688631
1,462,1.4316572626831654,1.6739130173805472,1.6739130173805472
1,463,1.380158547027898,1.6090736801197087,1.6090736801197087
1,464,1.421963681817783,1.6299080636061307,1.6299080636061307
1,465,1.3530416460196673,1.5673748485348848,1.5673748485348848
1,466,1.3594673588321449,1.575182525211728,1.575182525211728
1,467,1.2596012573360944,1.4309457836570962,1.4309457836570962
1,468,1.321675950753607,1.5156686324949724,1.5156686324949724
1,469,1.2919227310246506,1.517270802077038,1.517270802077038
1,470,1.3176407367137186,1.5823669544926109,1.5823669544926109
1,471,1.274980074907031,1.4020172248572698,1.4020172248572698
1,472,1.3103610047839507,1.4806131309380015,1.4806131309380015
1,473,1.2646127172172978,1.4246480388614302,1.4246480388614302
1,474,1.2320028833514551,1.3814674050690232,1.3814674050690232
1,475,1.2590283458489613,1.535790139430756,1.535790139430756
1,476,1.2710332178441068,1.526958449645957,1.526958449645957
1,477,1.2243750866674448,1.3825676846535253,1.3825676846535253
1,478,1.2095434067736726,1.4861457098980466,1.4861457098980466
1,479,1.7201295340822274,1.679508443396292,1.679508443396292
1,480,1.5836373425641974,1.5122486050396673,1.5122486050396673
1,481,1.504511993376719,1.5560991111105982,1.5560991111105982
1,482,1.5146459987144754,1.592249301191074,1.592249301191074
1,484,1.5481819706260627,1.550756305733851,1.550756305733851
1,488,2.4589761404822004,2.188235688509648,2.188235688509648
1,489,5.502472575261745,6.127627478271616,6.127627478271616
1,492,5.531696188389411,5.425300823517778,5.425300823517778
1,493,2.3576222875967607,2.211697593430727,2.211697593430727
1,497,5.510351923965694,6.774829505142024,6.774829505142024
1,498,5.655439170914664,5.381068585147432,5.381068585147432
1,501,5.763801701667472,5.645151073041453,5.645151073041453
1,502,5.502710988694493,4.9536737080768285,4.9536737080768285
1,503,5.613288815311633,4.785228123231883,4.785228123231883
1,504,2.3701137246459982,2.290441654172885,2.290441654172885
1,505,5.494980583269502,5.182545694714785,5.182545694714785
1,506,2.4366827951943537,2.2484239598359044,2.2484239598359044
1,507,5.506468837252341,5.037350147101021,5.037350147101021
1,508,5.576312760776075,4.727810959765443,4.727810959765443
1,509,5.442421422845314,4.434719415380855,4.434719415380855
1,510,5.418696486566394,4.950361760987165,4.950361760987165
1,511,5.462718927835509,5.251472176068028,5.251472176068028
1,512,5.666036101719128,4.663937728263369,4.663937728263369
1,513,5.696130598415145,7.005056327587645,7.005056327587645
1,515,5.471857399652508,4.386999176948454,4.386999176948454
1,516,5.193385415253407,4.788655046929083,4.788655046929083
1,517,5.142253421692397,4.1234685483474065,4.1234685483474065
1,518,5.135677763056823,6.31699444755816,6.31699444755816
1,519,5.05364666775833,5.408866082936999,5.408866082936999
1,520,5.068559111888847,6.68276599031515,6.68276599031515
1,521,5.109878004742978,5.495574551913824,5.495574551913824
1,522,3.7774851702138728,3.7597566781774665,3.7597566781774665
1,523,5.405284281254409,5.89458708214824,5.89458708214824
1,524,4.874278971912074,6.236447498868305,6.236447498868305
1,525,5.137070081923841,6.629513868944039,6.629513868944039
1,526,3.47699958540489,3.6740552322816367,3.6740552322816367
1,527,5.207472609716999,6.843860693810218,6.843860693810218
1,528,4.708178306023996,6.586760545614366,6.586760545614366
1,529,4.560722332327362,4.591362072398271,4.591362072398271
1,530,4.630817802193812,5.184525810894281,5.184525810894281
1,531,4.635110135082229,5.016463564363002,5.016463564363002
1,532,4.023623860301408,4.658820485006538,4.658820485006538
1,533,4.491282095575833,5.389317972364957,5.389317972364957
1,534,4.5184313075218645,6.023476504446628,6.023476504446628
1,535,4.566621100848482,6.412837864505817,6.412837864505817
1,536,4.433035675840006,5.73056888854447,5.73056888854447
1,537,4.294428103398786,4.539055129054781,4.539055129054781
1,538,4.08593114795854,5.927414123958507,5.927414123958507
1,539,4.0507409899407385,5.394802493620324,5.394802493620324
1,540,4.028390123107635,5.962572752230636,5.962572752230636
1,541,4.018537621689079,4.327298718177548,4.327298718177548
1,542,4.122097849251976,4.345959950536296,4.345959950536296
1,543,4.015305273271916,5.13800821486782,5.13800821486782
1,544,3.93322927168555,4.517287781153567,4.517287781153567
1,545,3.97155647385253,3.909292297460321,3.909292297460321
1,546,4.11336974074914,4.467737351878576,4.467737351878576
1,547,3.7379080098016884,4.27444782223229,4.27444782223229
1,548,3.6923373879618464,4.573928903044471,4.573928903044471
1,549,3.682152273551472,4.790786935833446,4.790786935833446
1,550,3.7382886015469823,4.40139883515419,4.40139883515419
1,551,3.0629242656301994,3.4458428271593484,3.4458428271593484
1,552,3.517878972739213,4.257094036280531,4.257094036280531
1,553,3.6303419245406188,4.4175111578924,4.4175111578924
1,554,3.746493128829023,4.809439270952091,4.809439270952091
1,555,3.529349028653717,3.8758350530114285,3.8758350530114285
1,556,3.528373653715596,3.80901213806236,3.80901213806236
1,557,3.452726824748114,3.467702827862304,3.467702827862304
1,558,3.458518454316595,4.344759512788734,4.344759512788734
1,559,3.2692206524640732,3.872932625005764,3.872932625005764
1,560,3.4502927562586656,4.30027231538438,4.30027231538438
1,561,3.2248146100152235,3.6746618244595224,3.6746618244595224
1,562,3.3065389273596297,3.7476141515414825,3.7476141515414825
1,563,3.1025533932408593,3.1738644095220563,3.1738644095220563
1,564,3.063812666167269,3.8996144333808433,3.8996144333808433
1,565,3.037239326022488,3.2309452789239304,3.2309452789239304
1,566,3.0453016489109266,3.2838264294070294,3.2838264294070294
1,567,3.064920399892821,2.7563667430403815,2.7563667430403815
1,568,3.0610656625869046,2.8620555229376183,2.8620555229376183
1,569,2.9183143697556457,3.037175333880211,3.037175333880211
1,570,3.0704403477617146,2.9471211703670397,2.9471211703670397
1,571,2.818907993031167,3.1110617596514047,3.1110617596514047
1,572,2.9555325168654503,2.770339279498546,2.770339279498546
1,573,2.8048738615033724,3.1706014202159514,3.1706014202159514
1,574,2.899739142306534,2.941617853205263,2.941617853205263
1,575,2.627051231732402,2.5660775787525414,2.5660775787525414
1,576,2.6316930863675623,2.8603025722021016,2.8603025722021016
1,577,2.6161654088912174,2.7516900685708854,2.7516900685708854
1,578,2.5655706117883073,2.868009389780657,2.868009389780657
1,579,2.5929660669434167,2.615098081164492,2.615098081164492
1,580,2.4680599247645443,2.676270750135186,2.676270750135186
1,581,2.640471144275246,2.581036552110957,2.581036552110957
1,582,2.4342865569657275,2.160262061754022,2.160262061754022
1,583,2.4135083137903472,3.071225056564372,3.071225056564372
1,584,2.3331491193287777,2.5234794836034697,2.5234794836034697
1,585,2.328274657216128,2.518767708866013,2.518767708866013
1,586,2.246545059693674,2.688407321215278,2.688407321215278
1,587,2.342650168681019,2.4703003212169414,2.4703003212169414
1,588,2.283184758422008,2.2776478810903873,2.2776478810903873
1,589,2.2728662391344754,2.686187814961032,2.686187814961032
1,590,2.1196333917340024,2.369826503164207,2.369826503164207
1,591,2.050985578909067,2.3363138660622327,2.3363138660622327
1,592,2.0935146383697205,2.531957454389097,2.531957454389097
1,593,2.1013619763101676,2.5855216578433975,2.5855216578433975
1,594,1.9329895278750622,2.0112701736013157,2.0112701736013157
1,595,1.9409924723289658,1.7748541945130378,1.7748541945130378
1,596,1.9386312029064248,1.8001951506176013,1.8001951506176013
1,597,1.8355778296975491,1.925686143003025,1.925686143003025
1,598,1.8293518736271641,2.021848845987627,2.021848845987627
1,599,1.8943070214897069,1.9371852196276245,1.9371852196276245
1,600,1.7775611613692024,1.9123778279699104,1.9123778279699104
1,601,1.7204511088366354,1.8895207305959316,1.8895207305959316
1,602,1.6684006131089535,1.8868452680359402,1.8868452680359402
1,603,1.6632337675759932,1.8876966366230954,1.8876966366230954
1,604,1.6870749955689293,1.830542169628473,1.830542169628473
1,605,1.7315333669796293,1.8831705398540362,1.8831705398540362
1,606,1.633953774859043,1.728967535071662,1.728967535071662
1,607,1.5724874076459474,1.6901472629996115,1.6901472629996115
1,608,1.5111999204423803,1.6561586171993286,1.6561586171993286
1,609,1.5236040761674388,1.6719907129772107,1.6719907129772107
1,610,1.4677361341183859,1.5718871004459825,1.5718871004459825
1,611,1.5516387937407279,1.6765199450242834,1.6765199450242834
1,612,1.5281069757715737,1.662803538489566,1.662803538489566
1,613,1.4147683577849908,1.5494234004280558,1.5494234004280558
1,614,1.3935790596426718,1.5102393728078285,1.5102393728078285
1,615,1.3889498024072868,1.441941706683117,1.441941706683117
1,616,1.3753428159361212,1.4672311834651826,1.4672311834651826
1,617,1.3462304287629878,1.4578420731166681,1.4578420731166681
1,618,1.2974235134105152,1.702680037712923,1.702680037712923
1,619,1.3513914652570187,1.4761533672397869,1.4761533672397869
1,620,1.312551228173318,1.4855416541710993,1.4855416541710993
1,621,1.2428828543510206,1.3834325218877115,1.3834325218877115
1,622,1.2355885399963635,1.3781171692051002,1.3781171692051002
1,623,1.2070258813313435,1.3168052241734103,1.3168052241734103
1,624,1.286587542617976,1.3982384548460103,1.3982384548460103
1,625,1.2473744864464775,1.3420831529799837,1.3420831529799837
1,626,1.2484071754700856,1.3669456091594114,1.3669456091594114
1,627,1.2205275863640397,1.3104233784890866,1.3104233784890866
1,628,1.1616282858313283,1.297159467683667,1.297159467683667
1,629,1.1053991234604388,1.1987401608631318,1.1987401608631318
1,630,1.166899952388343,1.3023284509160011,1.3023284509160011
1,631,1.1207463269350988,1.2327857181859831,1.2327857181859831
1,632,1.0944045407173049,1.1771185185729864,1.1771185185729864
1,633,1.0359338031275638,1.2194173816443867,1.2194173816443867
1,634,1.0222970676830052,1.1406333632805656,1.1406333632805656
1,635,1.0309057812972438,1.1303036100036592,1.1303036100036592
1,636,1.0032277030077297,1.1227342145616805,1.1227342145616805
1,637,1.0019951894985446,1.0574720633535153,1.0574720633535153
1,638,1.0342276146306881,1.1370524184754496,1.1370524184754496
1,639,0.9747424152869424,1.0665520150326668,1.0665520150326668
1,640,1.011272195016216,1.0903967311944536,1.0903967311944536
1,641,0.931131544835582,1.0072901552777185,1.0072901552777185
1,642,0.9725815624163904,1.0458332094183225,1.0458332094183225
1,643,0.956992497440428,1.0208328124736268,1.0208328124736268
1,644,0.8774922035696067,0.9995865634963055,0.9995865634963055
1,645,0.8863758034532594,0.9899124214620835,0.9899124214620835
1,646,0.8604116715185522,0.9182982855850301,0.9182982855850301
1,647,0.8626525212631346,0.9330082887176874,0.9330082887176874
1,648,0.8330799473879209,0.8994656803010246,0.8994656803010246
1,649,0.8356844053101958,0.9049352739138351,0.9049352739138351
1,650,0.8394110455828678,0.9175123284471488,0.9175123284471488
1,651,0.8066849319949576,0.8778128461797623,0.8778128461797623
1,652,0.8383539558833184,0.9290710066898009,0.9290710066898009
1,653,0.840240610688169,0.9112087725033758,0.9112087725033758
1,654,0.7468578087979949,0.8026745822320608,0.8026745822320608
