FRAME NR,SET SIZE,GROUND TRUTH X,GROUND TRUTH Y,GROUND TRUTH THETA,MCL X,MCL Y,MCL THETA,ODOMETRY X,ODOMETRY Y,ODOMETRY THETA,TIMESTAMP
82,100,0.398291017316,-2.41775839387,1337.85514559,1.6846,-0.034119,2.7305,0.398291017316,-2.41775839387,23.3499772053,1687561939.235344
83,100,0.398727687572,-2.41705035524,22.7208023743,1.7461,0.046234,-2.4004,0.400445735375,-2.41468530999,21.5377578406,1687561939.3418806
84,100,0.402338056129,-2.41164679038,21.5096967986,1.7764,0.068481,-6.6523,0.406586932759,-2.40546426523,18.8954663422,1687561939.4480197
85,100,0.404755368348,-2.40931124347,20.2679018011,1.7959,0.080078,-10.703,0.415901333167,-2.39146349429,15.8090117031,1687561939.555354
86,100,0.412698496168,-2.39971074769,17.4874221708,1.8271,0.068298,-14.742,0.428874148479,-2.37495267651,13.2344079856,1687561939.6568978
87,100,0.42178350167,-2.3935899676,14.8656614693,1.8633,0.11865,-18.781,0.448009443173,-2.34938948799,10.7506936874,1687561939.7623098
88,100,0.434962340888,-2.37773649812,12.1154582523,1.8584,0.12445,-20.531,0.466573511619,-2.32408209959,8.8018573538,1687561939.8621461
89,100,0.452,-2.364,10.2616741108,1.8857,0.16003,-23.453,0.491505985359,-2.28997425916,7.21057680409,1687561939.9648085
90,100,0.47644181313,-2.32943645105,7.15773840828,1.9395,0.15491,-28.469,0.515715382174,-2.24920611552,5.43719229111,1687561940.0692852
91,100,0.4982394518,-2.29617221089,5.91212077613,1.9531,0.15881,-30.484,0.539495122851,-2.20453280629,4.23991132188,1687561940.1732051
92,100,0.528186547423,-2.2682974618,4.45366159375,2.0254,0.16736,-35.156,0.563293394018,-2.15680223818,3.50128542242,1687561940.2751079
93,100,0.551826687895,-2.23081188029,3.7351547561,2.0371,0.17249,-35.781,0.585888781991,-2.109582593,3.21718155304,1687561940.3767774
94,100,0.580875722199,-2.18891695073,3.19061648692,2.041,0.15527,-35.125,0.607488069,-2.06240396464,2.86387124212,1687561940.4772775
95,100,0.610093109459,-2.15230684151,3.45054706566,2.0508,0.15344,-35.531,0.63273244891,-2.00495514211,3.03066492106,1687561940.5770462
96,100,0.631561247951,-2.11554248454,2.69391738728,2.0488,0.1394,-36.438,0.65001401921,-1.96317896542,2.87579492389,1687561940.6898968
97,100,0.656920129918,-2.07315999299,2.7461029791,1.8447,-0.037689,-28.672,0.67171934221,-1.91151396095,2.54589915252,1687561940.7908022
98,100,0.676828166623,-2.0322207058,2.91348001221,1.835,-0.05249,-27.703,0.689251050682,-1.86927512262,2.24716925164,1687561940.8892548
99,100,0.69675721366,-1.99023922071,2.87269506253,1.8242,-0.061707,-26.797,0.708265605523,-1.82253705516,1.8223035992,1687561940.989372
100,100,0.71995825074,-1.94456745396,2.24378315082,1.8311,-0.070312,-25.906,0.728342993364,-1.77514857466,1.82842468152,1687561941.0876365
101,100,0.736864383222,-1.90277403808,2.28346351205,1.832,-0.068481,-25.953,0.745551655012,-1.73347881475,1.86810504276,1687561941.1831365
102,100,0.757788518944,-1.86887049776,1.93777657492,1.8457,-0.058044,-26.344,0.765450389279,-1.68651461898,1.94581058893,1687561941.2819667
103,100,0.773638796511,-1.83630950931,1.31732506647,1.8477,-0.050903,-26.422,0.78083690557,-1.64922860169,1.52254317113,1687561941.382266
104,100,0.791846983072,-1.80264924983,1.80359374264,1.8555,-0.056946,-25.969,0.798606786478,-1.60735670653,1.56641350363,1687561941.4801753
105,100,0.811214249823,-1.76110136238,1.63434269892,1.8516,-0.045776,-25.625,0.81699490666,-1.56157609324,1.27368377107,1687561941.5802546
106,100,0.82409550065,-1.73031484521,1.50234900277,1.8535,-0.031586,-25.312,0.832024065657,-1.52508963181,1.01219221957,1687561941.6788003
107,100,0.842805967079,-1.69058795807,1.47823111144,1.8652,-0.019745,-25.359,0.850590166973,-1.48031958053,0.463381286786,1687561941.7910678
108,100,0.860397755524,-1.65116929205,0.4640318051,1.7705,0.16821,-7.9414,0.866852475681,-1.44016066,-0.13959740615,1687561941.893457
109,100,0.878291951429,-1.61498373173,0.246235252312,1.7715,0.15222,-8.4609,0.883353746291,-1.40185831471,-0.609254613151,1687561941.9960327
110,100,0.894808733427,-1.57697568048,-0.203761488822,1.7734,0.15015,-9.3281,0.89872373432,-1.36419099262,-0.872009675594,1687561942.0977695
111,100,0.911600181021,-1.54390120964,-0.635983152595,1.7822,0.12341,-10.562,0.914162155329,-1.32715294365,-0.825797639379,1687561942.199782
112,100,0.924533666504,-1.51246975286,-0.878281230548,1.7861,0.12964,-11.07,0.929432157903,-1.28730126492,-1.02304292977,1687561942.3019326
113,100,0.935322647701,-1.48232172346,-0.90263540734,1.7969,0.11206,-11.688,0.942210281601,-1.25596661288,-1.27178314932,1687561942.4038649
114,100,0.950975385789,-1.44957535254,-0.683316465545,1.7939,0.10144,-11.836,0.955966529289,-1.22205152052,-1.15422184936,1687561942.5058239
115,100,0.96439700751,-1.41933810974,-1.22836614947,1.8145,0.094238,-13.0,0.969752195536,-1.1855446508,-0.983618583094,1687561942.6069257
116,100,0.974395386796,-1.38420166502,-1.19873942047,1.8154,0.096069,-12.969,0.98365230502,-1.14997646415,-0.936812559713,1687561942.704406
117,100,0.988315171545,-1.35899972428,-1.06903435148,1.8184,0.091919,-13.844,0.993666654465,-1.12235264801,-0.97888185854,1687561942.8053215
118,100,0.997268773298,-1.33373338112,-0.0189076604193,1.8193,0.096313,-15.688,1.00504602464,-1.09212223961,-0.931353565836,1687561942.9063888
119,100,1.01340581245,-1.29847493065,-0.785903212284,1.8584,0.11182,-18.453,1.01794984467,-1.05937559769,-1.05891864104,1687561943.007148
120,100,1.02274508992,-1.27264270705,-0.853707114745,1.8594,0.11835,-18.453,1.02915407566,-1.03119946666,-1.06614976009,1687561943.1033015
121,100,1.03598544243,-1.24329116294,-0.760905467631,1.9473,0.10968,-22.156,1.03988303665,-1.00307390753,-0.897068891088,1687561943.2166324
122,100,1.04610191107,-1.22014023927,-0.97435966683,2.0156,0.14941,-19.641,1.05131948803,-0.973364135118,-0.864713918511,1687561943.3171592
123,100,1.05612308609,-1.19544245669,-0.542831251355,2.0137,0.14392,-19.172,1.06129628974,-0.947952801183,-1.13046917262,1687561943.420807
124,100,1.06551958484,-1.17019443604,-1.13980271928,2.0039,0.15198,-20.656,1.071459331,-0.922584608746,-1.26985654073,1687561943.5252335
125,100,1.07608762279,-1.14814143922,-0.902358943777,1.9697,0.16089,-20.266,1.08093461745,-0.897558431419,-1.4910478034,1687561943.6298563
126,100,1.0860873872,-1.12630952952,-1.8860103039,1.9482,0.17395,-20.672,1.09071850394,-0.873128702776,-1.52141613985,1687561943.734813
127,100,1.09598495629,-1.09856258977,-1.38039826446,1.9473,0.17822,-20.594,1.10070887047,-0.846765666757,-1.44613254586,1687561943.835267
128,100,1.10447721106,-1.07673634573,-1.2737555169,1.9482,0.17603,-19.812,1.10887400926,-0.823339537213,-1.14553884197,1687561943.9389002
129,100,1.11027980813,-1.05871564251,-1.03844556302,1.9463,0.17908,-19.688,1.11601713609,-0.802951115548,-1.06417874407,1687561944.038997
130,100,1.12094894642,-1.03746584338,-0.850491838208,1.9453,0.18298,-19.844,1.1259480653,-0.778129952312,-1.20657063598,1687561944.1375673
131,100,1.12455559263,-1.02002378738,-0.325150307156,1.9277,0.19971,-19.875,1.13498155944,-0.753580056972,-1.17209214768,1687561944.2425072
132,100,1.13240697223,-1.00119291985,-1.10555508083,1.9141,0.2113,-19.391,1.14306963319,-0.732746808539,-0.89008168352,1687561944.3433046
133,100,1.13593416271,-0.983803303183,-0.517941392937,1.9043,0.21631,-19.531,1.15074498364,-0.711921818792,-0.814309222687,1687561944.4487944
134,100,1.14472277219,-0.969492927806,-1.16504848877,1.8916,0.22559,-20.25,1.15881898068,-0.691758556314,-0.878603144039,1687561944.5522132
135,100,1.14944953984,-0.954027560047,-0.238471192175,1.8838,0.23596,-20.719,1.16560604023,-0.673537514641,-0.933663684201,1687561944.6570656
136,100,1.15890374959,-0.92474207145,-0.423988768397,1.8818,0.23816,-20.797,1.17696707136,-0.644729297336,-1.04489726834,1687561944.7521956
137,100,1.16725990923,-0.900726045515,-0.526481155538,1.8779,0.24487,-20.766,1.18685116561,-0.620318724635,-0.706665773491,1687561944.8558738
138,100,1.17582872809,-0.884328691417,-0.517566563412,1.8672,0.25391,-20.484,1.19523458674,-0.598898393524,-0.530787360382,1687561944.9601398
139,100,1.18440807285,-0.863762120809,-0.293337590012,1.8594,0.2627,-20.828,1.20202748109,-0.579752151988,-0.54448896683,1687561945.064428
140,100,1.18920120151,-0.849922455261,-0.446536751858,1.8594,0.26758,-21.547,1.20897225612,-0.561245020201,-0.30201513651,1687561945.1693528
141,100,1.1956619544,-0.834815309753,-0.777509846188,1.8594,0.271,-21.938,1.21504037484,-0.544898308564,-0.649890191217,1687561945.2690804
142,100,1.196,-0.818,-0.572957795131,1.8623,0.27417,-22.625,1.2220485742,-0.525243417565,-0.241514085961,1687561945.3841538
143,100,1.20340896026,-0.804976338831,-0.420291177829,1.875,0.29053,-21.625,1.22859304029,-0.507159846671,-0.581100357624,1687561945.4903207
144,100,1.20887487372,-0.787638093018,-0.16171846779,1.8691,0.2981,-22.125,1.23634505959,-0.488125527651,-0.904682008756,1687561945.5958824
145,100,1.216,-0.775,-0.727656399816,1.8643,0.29834,-22.969,1.24395952717,-0.469475442437,-1.36600147129,1687561945.7022107
146,100,1.22388026688,-0.751681076052,-1.12575233432,1.8623,0.30396,-23.469,1.2518158294,-0.44885631084,-1.63949524905,1687561945.8077896
147,100,1.22972500953,-0.733993806001,-1.22472365776,1.8584,0.30664,-23.312,1.25872564347,-0.430269103385,-1.33442159382,1687561945.913142
148,100,1.23768200142,-0.721215737199,-1.79178468104,1.8584,0.31079,-23.531,1.26666043163,-0.411565293372,-1.30687238747,1687561946.0190601
149,100,1.24308206389,-0.707491389835,-1.21852849098,1.8594,0.31812,-23.406,1.27241988544,-0.395175118135,-1.06711467012,1687561946.1241102
150,100,1.24982264439,-0.691557793822,-1.48499999367,1.8555,0.32227,-23.109,1.27836197185,-0.379462028613,-0.744091647229,1687561946.225161
151,100,1.25272503639,-0.677225628899,-0.500306929011,1.8555,0.32422,-22.859,1.28457921871,-0.361362168571,-0.430539530147,1687561946.3255332
152,100,1.25891197509,-0.663651429056,-0.555783022642,1.8525,0.32886,-22.922,1.29045746143,-0.345436283564,-0.323319882648,1687561946.4296763
153,100,1.26255465633,-0.653284135432,-0.44576036044,1.8564,0.32983,-23.047,1.29527140579,-0.332189312869,-0.456972567971,1687561946.5307167
154,100,1.26926197516,-0.636566321984,-0.399259342563,1.8516,0.33325,-23.094,1.301981996,-0.315472812296,-0.410471550094,1687561946.6343267
155,100,1.27427389796,-0.620366879249,-0.498001622095,1.8369,0.33325,-22.719,1.30849729898,-0.298333421367,-0.178188735582,1687561946.7402368
156,100,1.27845226489,-0.604022928305,-0.171338221439,1.835,0.33496,-22.953,1.31407098581,-0.282864980738,-0.270566969151,1687561946.8435729
157,100,1.28436389046,-0.589217053453,-0.349667683963,1.8379,0.33838,-23.328,1.32049487256,-0.265962538311,-0.514615761299,1687561946.948695
158,100,1.29023443893,-0.576896728814,-0.508057427671,1.8369,0.34229,-23.141,1.32687000877,-0.249883734163,-0.347947652703,1687561947.0490723
159,100,1.29593543692,-0.563317185009,-0.384024541197,1.8359,0.34717,-23.656,1.33321095565,-0.23535475952,-0.549886603261,1687561947.1539996
160,100,1.30244274597,-0.547692083648,-0.219606257923,1.834,0.34985,-23.469,1.33975075946,-0.219315388266,-0.398229546663,1687561947.260518
161,100,1.312,-0.531,-0.194805650344,1.835,0.354,-23.062,1.34833500158,-0.195144505925,0.0471818423786,1687561947.3611622
162,100,1.321,-0.498,-0.0286478897565,1.8359,0.36182,-23.531,1.35919369298,-0.162845404985,-0.353041435073,1687561947.4660814
163,100,1.33320835166,-0.47154334591,-0.189874387813,1.8379,0.3667,-23.625,1.37209591736,-0.13217050189,-0.450374805377,1687561947.5665889
164,100,1.34053847344,-0.453463311573,-0.171677511387,1.8418,0.36987,-23.688,1.37905513975,-0.114136011184,-0.517499510885,1687561947.6665266
165,100,1.34805542482,-0.434112625947,-0.779222601378,1.8398,0.36255,-24.219,1.38660290108,-0.0928839904196,-0.850985656371,1687561947.77138
166,100,1.35573320301,-0.414414146346,-0.492715671093,1.8398,0.36743,-24.0,1.39430534562,-0.0731951426968,-0.564478726086,1687561947.8708756
167,100,1.36146618671,-0.399368429365,-0.277870178676,1.835,0.37354,-23.828,1.4000571696,-0.0581566180865,-0.349633233668,1687561947.9746413
168,100,1.3677737686,-0.393478461217,-1.15429547304,1.833,0.37573,-24.047,1.40509743485,-0.0449482847354,-0.550561714592,1687561948.0928857
169,100,1.37410470601,-0.381388894573,-0.630109699168,1.8623,0.39648,-25.938,1.40969740696,-0.0319612198833,-0.563917850529,1687561948.1977322
170,100,1.37749011307,-0.369472620595,-0.704738088011,1.8633,0.3999,-26.359,1.4135128722,-0.02007604441,-0.303929308357,1687561948.3028836
171,100,1.38142171296,-0.358628777088,-0.19322309874,1.8711,0.40649,-26.906,1.41751986449,-0.00697022736977,-0.330994646508,1687561948.4081917
172,100,1.38009120554,-0.380119371511,0.185110482107,1.8789,0.40747,-27.734,1.42163221355,0.0048091117066,-0.409703285629,1687561948.512757
173,100,1.38382854738,-0.372718623136,-0.242922927599,1.8818,0.41553,-27.922,1.42637813459,0.0198228250358,-0.236086700059,1687561948.6178203
174,100,1.38950739283,-0.354455267861,-0.0401070456592,1.8809,0.41943,-27.797,1.43096843007,0.0334704649729,-0.080757397579,1687561948.7182689
175,100,1.39385678372,-0.344999229655,-0.464095814056,1.8838,0.42651,-28.391,1.43484125828,0.0466829371007,-0.148458834431,1687561948.8221352
176,100,1.39731149311,-0.333473364727,-0.0894037916562,1.8877,0.43115,-29.0,1.43801552008,0.0585129365288,-0.244242861857,1687561948.927735
177,100,1.40209457676,-0.320473278272,-0.302283686885,1.8906,0.43921,-29.297,1.44188200453,0.0719304965784,-0.271323660192,1687561949.032593
178,100,1.40536243877,-0.309561090277,-0.405955534726,1.8984,0.44653,-29.594,1.44511422196,0.0833566451328,-0.220929111205,1687561949.1369267
179,100,1.41,-0.297,-0.280749319614,1.9033,0.45337,-30.0,1.44902872789,0.09679864923,-0.234709330177,1687561949.2431338
180,100,1.41291922874,-0.285269038372,-0.313830827486,1.9043,0.45557,-30.0,1.45258133429,0.109897540262,-0.229889408645,1687561949.3434272
181,100,1.41596319375,-0.273495997047,-0.819329647037,1.9072,0.45532,-31.297,1.45564077795,0.121705594446,-0.154531217967,1687561949.4437351
182,100,1.41824140596,-0.261022223596,0.058401125999,1.9082,0.46021,-31.297,1.45959469417,0.136531541094,-0.164548906882,1687561949.544109
183,100,1.42283839974,-0.250731282499,-0.27094625091,1.9092,0.46313,-31.188,1.46278261128,0.148285641389,-0.0229655452985,1687561949.6439362
184,100,1.42450717171,-0.240561717785,-0.0791392167341,1.9121,0.46631,-31.297,1.46640321619,0.161135136405,-0.15552739546,1687561949.746979
185,100,1.42781392894,-0.230480392166,-0.95040969055,1.915,0.47095,-32.625,1.46994709697,0.172779178781,-1.22170923438,1687561949.8536847
186,100,1.42900572021,-0.219150267209,-2.62073519817,1.916,0.47778,-36.906,1.47086389298,0.182049842226,-5.17218557576,1687561949.9590056
187,100,1.43073373772,-0.210252250494,-5.78877760841,1.918,0.48096,-42.75,1.46920537218,0.192699085834,-11.0017558795,1687561950.0593715
188,100,1.432,-0.2,-11.7169869104,1.9248,0.48389,-49.25,1.46353128729,0.202458193178,-16.4991611005,1687561950.1631005
189,100,1.42418402613,-0.189969715735,-16.633216406,1.9307,0.49146,-54.688,1.45256861475,0.21188860899,-21.0851493684,1687561950.268379
190,100,1.41601255217,-0.179852564369,-20.9960325486,1.9287,0.4939,-58.531,1.44082606584,0.220738332183,-24.8928999578,1687561950.3691595
191,100,1.40405500894,-0.171639093067,-25.218734174,1.9238,0.49878,-62.125,1.42552791333,0.231368855984,-28.6096329954,1687561950.4700592
192,100,1.39525602667,-0.163904950799,-28.1588060054,1.9209,0.50684,-64.75,1.41069718749,0.240624182911,-31.8747336424,1687561950.5759966
193,100,1.38420559723,-0.152976853101,-32.3470585168,1.9141,0.51416,-68.25,1.39666265933,0.249359338718,-35.3336402188,1687561950.679694
194,100,1.36754549822,-0.143058204062,-35.5382287474,1.9131,0.52637,-70.5,1.38173881431,0.258097543989,-38.3520037498,1687561950.7835593
195,100,1.355,-0.131,-38.2506624029,1.9072,0.52832,-74.0,1.36488885159,0.267566947182,-41.5362135592,1687561950.887646
196,100,1.3390744753,-0.122381770947,-41.5118953421,1.8994,0.53711,-75.688,1.35005071175,0.275017273589,-43.8982127413,1687561950.9911225
197,100,1.32159798792,-0.111850936388,-43.9709785342,1.8965,0.52539,-77.438,1.33331142773,0.282926359229,-46.0474804287,1687561951.0956845
198,100,1.30503073276,-0.104511460175,-47.0658093149,1.8916,0.51123,-78.625,1.31793731073,0.29016276539,-47.8184450612,1687561951.1997573
199,100,1.29043631545,-0.0977071587052,-48.5049092595,1.9062,0.47021,-80.375,1.30250778109,0.297455508837,-49.4571957151,1687561951.3078418
200,100,1.2729135838,-0.0892717270602,-50.3631591964,1.9053,0.47632,-82.125,1.28583064694,0.305183811308,-51.292737225,1687561951.412133
201,100,1.25553117862,-0.0793787954404,-52.0411215284,1.8848,0.48608,-83.312,1.26704113572,0.313974875865,-53.0404285726,1687561951.5158749
202,100,1.24452605445,-0.0714671702705,-53.1755190612,1.8818,0.49976,-84.188,1.25209979622,0.320859770052,-54.2429962351,1687561951.6195433
203,100,1.2292050393,-0.0647219902815,-54.5764736781,1.873,0.50488,-85.062,1.23679071413,0.32776642855,-55.372875297,1687561951.7244432
204,100,1.2121196087,-0.0572939383837,-55.9792717437,1.8652,0.50928,-86.188,1.21981017933,0.335431239831,-56.7756733626,1687561951.8285205
205,100,1.19513009642,-0.0502030878239,-56.9915225797,1.8604,0.51465,-87.125,1.20342207446,0.342723736555,-57.9120838047,1687561951.9322681
206,100,1.18513961213,-0.0431886267666,-58.3276618509,1.9424,0.38599,-92.812,1.18916340679,0.349676717579,-58.786237132,1687561952.0360718
207,100,1.1723845531,-0.0354503987196,-59.2714197843,2.0059,0.30933,-97.25,1.17442166281,0.356267690359,-59.5601785842,1687561952.139424
208,100,1.15469265012,-0.0268289837777,-60.3911808259,2.0195,0.28027,-98.188,1.15750396856,0.362738271096,-59.9580907272,1687561952.2437098
209,100,1.14178854036,-0.0211985723109,-60.4727096228,2.0039,0.2832,-98.625,1.14089520127,0.369381692555,-60.2011184641,1687561952.3471975
210,100,1.12648799658,-0.0123643639259,-61.312591185,2.0039,0.2876,-99.188,1.12501988983,0.37539120331,-60.9915430482,1687561952.4508004
211,100,1.11522246188,-0.00733048902781,-61.8104062573,2.0273,0.26782,-100.38,1.11064591502,0.380887914194,-61.3592463717,1687561952.5541162
